# Program: SpeAcouPy
# Version: 0.5.1
# Generated: 2025-08-24T23:06:29.678338+02:00
Frequency (Hz),Impedance Magnitude (Ω),Impedance Phase (degrees),SPL (dB-SPL @ 1m / 2pi)
10.0,11.44001609110653,40.51169030081178,52.06121862814094
10.549763580417752,11.870775502360575,42.13872991776901,53.86818781544711
11.129751160270876,12.363526373553135,43.774803122343826,55.678211451478134
11.741624344973797,12.92982933292921,45.4102883324868,57.49314666978905
12.3871360889551,13.584277027254819,47.03338642470166,59.31530002173161
13.068135717693687,14.34558564880259,48.62941501439997,61.14752483033605
13.786574225848126,15.238194994933167,50.17973777448674,62.993345668110415
14.544509866657863,16.294673822447944,51.66009652049263,64.85712089907945
15.344114048629384,17.559440328281777,53.037934874429766,66.74425968168568
16.18767755640066,19.09470547260317,54.26795308721961,68.66151847138978
17.077617113606152,20.990318702622634,55.284415630788175,70.61741612241153
18.01648230654411,23.380749421352988,55.987168078726654,72.62283025466755
19.006962888481986,26.475653121003532,56.21467535436824,74.69187834014745
20.051896485525912,30.617064219356543,55.688270364379235,76.84325996436232
21.15427672613079,36.38764010724678,53.88727642577638,79.1023716997574
22.317261817541354,44.79113038885666,49.746286184132174,81.50476190625676
23.544183593734545,57.256934843278614,40.9088568412993,84.10197576504385
24.838557060784982,72.65541218476288,22.61280243490458,86.97164488504463
26.204090466999773,74.2177856063233,-6.71838836622922,90.233939713865
27.644695926672604,52.9460464900072,-29.515078475125108,94.06476351893993
29.164500627893375,33.27337804146584,-32.487696649572115,98.5508077912042
30.767858656522016,25.120360346642318,-12.319029494831,102.1933933243923
32.4593634702017,34.30649429460841,6.1649543066561705,101.36709611553663
34.243861058147644,50.47204166481171,-7.978226284446322,98.9510453938132
36.12646382441314,49.537341132330006,-31.67683582643582,97.13972344688815
38.11256523440734,40.27727768114523,-44.927251683872214,95.96237142882705
40.20785526662463,32.74918390690372,-50.696417134815164,95.24931901677006
42.41833671385446,27.43113134347021,-52.917339739868,94.88665461527228
44.750342380571894,23.58508382817866,-53.32410451715572,94.81251510072784
47.210553225778234,20.683797694441527,-52.64924409621213,95.00259967024252
49.80601750326892,18.407840203675566,-51.1943563179816,95.46383225768439
52.544170954163555,16.562078658562267,-49.02001021125801,96.23543419539958
55.432858109547894,15.030166167318697,-45.95531171700733,97.39513773958475
58.480354764257314,13.780751207806299,-41.436340727490915,99.05668182102485
61.69539168618716,13.037939374303473,-34.18142175884674,101.25031444686763
65.08717962905456,14.123282724717525,-24.66563339899986,103.09138149531981
68.6654357202708,17.47898288301793,-29.57474278835616,101.99199228394136
72.4404112995229,16.193135037378845,-40.30148268372071,98.91872182965966
76.42292128781892,14.14717009194786,-42.069616804221965,96.30322689367402
80.62437517113645,12.795552344604838,-40.6181275430194,94.7262022276737
85.0568096874393,11.859677457280101,-38.04545631365565,94.31650693496707
89.73292331070704,11.174046102747953,-34.63419223539108,95.2191501135239
94.66611263077168,10.741069155026068,-29.900673329279073,97.60060299567121
99.87051073318398,11.028606116204967,-23.20471193840541,101.25937151408985
105.36102768906645,13.05626590054945,-24.13901330047372,103.4650039084967
111.15339327095,12.245514601263759,-33.00160400575686,101.91466952179917
117.26420201697204,10.949852703307322,-32.622421344265774,100.33604700560528
123.71096077254008,10.243025373335415,-29.74564467187352,99.99348199834316
130.51213884566317,9.872702918130114,-25.740663552362832,101.072801472593
137.68722091964028,10.110551954843972,-20.254869124812586,103.66548208087391
145.25676287469548,11.499354696712262,-23.166332424971955,104.50758067423058
153.24245067848406,10.38111333846168,-27.86377122756329,100.87660081883658
161.6671625141834,9.64260091591722,-25.39652876214072,98.713835612945
170.55503432416089,9.380911994230551,-21.496540169073313,99.57737126823659
179.9315289569933,9.981048174296749,-17.531607393412173,103.48842542827197
189.82350911593707,10.089969035436907,-23.699530160165807,103.40796003581815
200.25931431784088,9.29317996258403,-22.31112694667425,101.79981806813021
211.268842082979,9.092995139117287,-18.73293509022767,103.43708118653257
222.88363358840397,9.745192684909949,-17.159733403878164,107.00027560077393
235.136964030212,9.250991342198303,-20.58210813644277,103.91151258727399
248.06393795359307,8.89119036277781,-17.90528969906873,102.30810991484609
261.70158982378234,9.20181322391748,-15.417810230156505,105.34965474495613
276.0889901260365,9.012107328276883,-18.157149953324023,104.60727092272762
291.26735729859746,8.721671622796144,-15.853315082558055,104.86253963639575
307.2801758193269,9.047227011359707,-14.71297021920293,108.50331618810513
324.17332078431,8.672159897855321,-15.747264983402118,104.5538224498396
341.9951893353393,8.651811294795003,-13.148171923671953,105.17465400972667
360.79683931280374,8.656306855965095,-14.835612646948931,105.4894656589401
380.63213553120505,8.487112076058056,-12.442479123863308,106.19286596835238
401.5579040963743,8.56496727398718,-13.6448449824764,106.5702642338027
423.63409520648156,8.421345307692258,-11.329936131355936,104.84596217206773
446.9239549032563,8.408374214168079,-12.30742748322038,104.88174322944433
471.49420626546413,8.46428027182739,-10.275398815604092,108.87928594180536
497.4152405637366,8.29173612644455,-10.701064441505537,104.69994395515128
524.7613189244046,8.3903600101916,-10.647480793718955,106.87523705057815
553.610785080067,8.304935031020058,-9.099564281747973,108.34008183455563
584.0462898164167,8.218016071258774,-9.225085620171171,104.93850176008245
616.1550277583341,8.231708864654275,-9.190368863524867,105.59799829668742
650.0289871736164,8.289819533124197,-8.65979703082158,109.51651815487593
685.765213510006,8.25908026384832,-7.657410191403784,107.98121352490013
723.4660874205268,8.188343150060499,-7.220148906197721,108.48825421304963
763.2396180736395,8.152692540018572,-6.947298981581184,106.37589410824782
805.1997525885231,8.134559258082898,-6.641676156707092,107.37834973664947
849.4667024819789,8.127596785766727,-6.291863977805946,106.53260646649537
896.1672880621948,8.139121125773531,-5.9640910471569555,109.3318499594477
945.435301756029,8.149618123821917,-5.961006208734773,108.48652880298212
997.4118914107016,8.095224657081458,-5.7930456684999,107.7648092922493
1052.245964668021,8.070542139803361,-5.324914039343184,105.31760757210375
1110.0946155696226,8.095565231808662,-4.90596507277678,108.15351608422347
1171.1235746154255,8.062834547699469,-4.917672178707136,106.89771570031134
1235.507683564646,8.06943547374962,-4.426828745556634,108.90201392893769
1303.431396339661,8.047124003885076,-4.379650907021727,104.9143896747286
1375.0893074677217,8.067114158348062,-4.211170863915385,108.16514989767201
1450.6867095744828,8.05552267382363,-3.7978306678403726,108.48730495375776
1530.440181526495,8.038239086250854,-3.6276234475543276,106.93072630066453
1614.5782089076142,8.032618705170222,-3.453031076752154,106.56495712663136
1703.341838606968,8.033312284400628,-3.2556891696335413,107.59059918513967
1796.9853693937612,8.045304036709897,-3.137344722133548,109.77959698600176
1895.7770804573834,8.024256143871865,-3.057237834470328,105.17861491018198
2000.0000000000002,8.021296365345819,-2.7971214114542136,106.46939931017629
